id,url,title,summary,category,breadcrumb,rating_average,rating_count,rating_detail,info,ingredients,directions,notes,nutrition,main_image,ugc_image
6807,https://www.allrecipes.com/recipe/6807/uncle-wynns-bread-machine-rye/,Uncle Wynn's Bread Machine Rye,"Very healthy, very good, very easy to make in the bread machine.",['bread'],"['Home', 'Recipes', 'Bread', 'Yeast Bread Recipes', 'Whole Grain Bread Recipes', 'Rye Bread']",4.285714285714286,56,"{1: 0, 2: 3, 3: 5, 4: 21, 5: 27}","{'total': '3 hrs 5 mins', 'servings': '12', 'cook': '3 hrs', 'prep': '5 mins', 'yield': '1 - 1 1/2 pound loaf'}","Ingredient Checklist
1 cups water. 3 tablespoons honey. 2 tablespoons olive oil. 3 teaspoons caraway seed. cup cornmeal. 1 cups dark rye flour. 2 cups bread flour. 2 tablespoons vital wheat gluten. 2 teaspoons active dry yeast. 1 teaspoon salt","Step 1 Place ingredients in the pan of the bread machine in the order suggested by the manufacturer. Set for French Bread cycle, or Normal setting. Advertisement",,Nutrition Facts Per Serving: 198 calories; protein 6.6g 13% DV; carbohydrates 36.8g 12% DV; fat 3.3g 5% DV; cholesterol 0mg; sodium 196.9mg 8% DV. Full Nutrition,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3197175.jpg,"['https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3197175.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F645441.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7611056.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F592622.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3197175.jpg']"
6822,https://www.allrecipes.com/recipe/6822/pineapple-zucchini-bread/,Pineapple Zucchini Bread,Quick bread recipe.,"['bread', 'everyday-cooking']","['Home', 'Recipes', 'Bread', 'Quick Bread Recipes', 'Zucchini Bread Recipes']",4.585858585858586,99,"{1: 1, 2: 2, 3: 4, 4: 23, 5: 69}","{'cook': '1 hr 5 mins', 'yield': '1 - 9x5 inch loaf', 'prep': '15 mins', 'total': '1 hr 30 mins', 'servings': '12', 'additional': '10 mins'}","Ingredient Checklist
1 cup packed brown sugar. cup margarine, softened. 1 cup grated zucchini. 1 (8 ounce) can crushed pineapple with juice. 2 eggs. 2 cups all-purpose flour. 1 teaspoon baking soda. 1 teaspoon ground cinnamon. teaspoon salt. teaspoon ground allspice. cup chopped walnuts. cup confectioners' sugar. 1 teaspoon corn syrup. teaspoon ground cinnamon","Step 1 Heat oven to 350 degrees F (175 degrees C). Grease and flour bottom only of a 9x5 inch loaf pan. Advertisement. Step 2 In large bowl, cream brown sugar and margarine until light and fluffy. Reserve 1 tablespoon pineapple juice. Stir in pineapple, zucchini, and eggs. Add flour, baking soda, cinnamon, salt, and allspice; blend well. Fold in nuts. Spread evenly in prepared pan.. Step 3 Bake for 60 to 70 minutes, or until toothpick inserted in center comes out clean. Cool 10 minutes, and then remove from pan.. Step 4 To Make Glaze: Combine confectioners' sugar, reserved pineapple juice, corn syrup and 1/4 teaspoon ground cinnamon. Mix until smooth, and spoon over warm loaf. Cool completely on wire rack. Wrap and store in refrigerator.",,Nutrition Facts Per Serving: 292 calories; protein 4.2g 9% DV; carbohydrates 43.5g 14% DV; fat 11.9g 18% DV; cholesterol 31mg 10% DV; sodium 273.9mg 11% DV. Full Nutrition,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3522600.jpg,"['https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3522600.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2161.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4532277.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4556422.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3522600.jpg']"
6825,https://www.allrecipes.com/recipe/6825/mennonite-orange-muffins/,Mennonite Orange Muffins,This old Mennonite recipe uses orange juice and orange zest to give the orange muffins unbelievably orange flavor.,"['bread', 'us-recipes']","['Home', 'Recipes', 'Bread', 'Quick Bread Recipes', 'Muffin Recipes']",4.204968944099379,161,"{1: 5, 2: 8, 3: 15, 4: 54, 5: 79}","{'total': '40 mins', 'servings': '12', 'cook': '25 mins', 'prep': '15 mins', 'yield': '1 dozen'}","Ingredient Checklist
2 cups all-purpose flour. 2 teaspoons baking powder. teaspoon baking soda. 1 teaspoon salt. cup white sugar. 1 tablespoon grated orange zest. cup orange juice. cup melted butter. 2 eggs. cup ground walnuts (Optional). 1 tablespoon melted butter. cup packed brown sugar. teaspoon ground cinnamon","Step 1 Combine flour, baking powder, baking soda, salt, white sugar and grated orange peel. Stir in orange juice, 1/2 cup melted butter, eggs and chopped nuts. Advertisement. Step 2 Pour into 12 muffin cups.. Step 3 Blend 1 tablespoon melted margarine, 1/4 cup brown sugar, 1/2 teaspoon cinnamon and sprinkle on top of each muffin. Bake in a preheated 350 degrees F (175 degrees C) oven for 20-25 minutes. Serve hot.",,Nutrition Facts Per Serving: 243 calories; protein 3.9g 8% DV; carbohydrates 31.1g 10% DV; fat 11.9g 18% DV; cholesterol 53.9mg 18% DV; sodium 376.2mg 15% DV. Full Nutrition,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2160238.jpg,"['https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2160238.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2160241.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4204181.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2183242.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2160238.jpg']"
6827,https://www.allrecipes.com/recipe/6827/cheddar-muffins/,Cheddar Muffins,"Interesting combination of ingredients make it an ideal accompaniment to home-made soup, stew or light salad luncheon. Also school lunchboxes or brown-bagger's lunch.",['bread'],"['Home', 'Recipes', 'Bread', 'Quick Bread Recipes', 'Muffin Recipes', 'Savory Muffin Recipes']",3.7,30,"{1: 2, 2: 4, 3: 6, 4: 7, 5: 11}","{'yield': '1 dozen', 'servings': '12', 'total': '40 mins', 'cook': '25 mins', 'prep': '15 mins'}","Ingredient Checklist
2 cups all-purpose flour. 3 teaspoons baking powder. 1 teaspoon salt. 1 teaspoon paprika. cup butter. 1 egg. 1 cup milk. 1 cup shredded Cheddar cheese. cup raisins","Step 1 Sift flour with baking powder, salt, and paprika. Cut in butter finely. Stir in remaining ingredients just until dry ingredients are moistened. Advertisement. Step 2 Spoon into well-greased muffin pans. Bake in a preheated 425 degree F (220 degrees C) oven for 25 minutes.",,Nutrition Facts Per Serving: 189 calories; protein 6g 12% DV; carbohydrates 23.9g 8% DV; fat 8g 12% DV; cholesterol 37.2mg 12% DV; sodium 437.3mg 18% DV. Full Nutrition,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2538952.jpg,"['https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2538952.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F140507.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F71126.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8291851.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F192568.jpg']"
6829,https://www.allrecipes.com/recipe/6829/tortillas-i/,Tortillas I,"To Latinos everywhere, these are not only our bread but usually our utensil at mealtime as well! Some like big and thin, some like them small and fat, depending on the region of the country you're from and the way your grandmother made them!","['bread', 'us-recipes', 'world-cuisine']","['Home', 'Recipes', 'Bread', 'Quick Bread Recipes', 'Tortilla Recipes']",4.199346405228758,306,"{1: 16, 2: 19, 3: 19, 4: 86, 5: 166}","{'cook': '15 mins', 'servings': '60', 'prep': '20 mins', 'total': '45 mins', 'yield': '5 dozen', 'additional': '10 mins'}","Ingredient Checklist
5 cups all-purpose flour. 2 tablespoons shortening. 2 teaspoons baking powder. teaspoon salt. 1 cups boiling water","Step 1 Mix together the flour, baking powder, and salt in large bowl. Cut in shortening to resemble cornmeal. Add water slowly, mixing with your hands to make a soft dough. You may not need all the water. Advertisement. Step 2 Knead a few minutes on floured surface until smooth and elastic. Lubricate top with oil, put back in bowl and let rest, covered for 10 minutes.. Step 3 Divide into small balls the size of golf balls and proceed to roll out into size and thickness you prefer.. Step 4 Cook on top of stove over medium heat using a cast iron grill or heavy skillet until top is slightly bubbly then turning on opposite side for a minute or two.. Step 5 Keep stacked and warm inside a clean dish towel.",,Nutrition Facts Per Serving: 42 calories; protein 1.1g 2% DV; carbohydrates 8g 3% DV; fat 0.5g 1% DV; cholesterol 0mg; sodium 26.2mg 1% DV. Full Nutrition,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F64724.jpg,"['https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F64724.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3791760.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3527.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4462783.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F3273665.jpg']"
6867,https://www.allrecipes.com/recipe/6867/bread-of-life/,Bread of Life,A healthy choice for bread lovers!!,['bread'],"['Home', 'Recipes', 'Bread', 'Yeast Bread Recipes', 'Whole Grain Bread Recipes', 'Wheat Bread']",3.1666666666666665,12,"{1: 3, 2: 1, 3: 1, 4: 5, 5: 2}","{'servings': '24', 'total': '2 hrs 10 mins', 'additional': '1 hr', 'cook': '50 mins', 'yield': '2 loaves', 'prep': '20 mins'}","Ingredient Checklist
6 cups whole wheat flour. 2 (.25 ounce) packages active dry yeast. cup white sugar. 2 teaspoons baking soda. 1 tablespoon baking powder. 2 cups water. cup anise seed. 2 egg whites","Step 1 Combine whole wheat flour and yeast in a large bowl. Stir in sugar, baking soda, baking powder, and water. Stir in anise seeds. Let dough stand in warm area for 1 hour, letting bread rise. Advertisement. Step 2 Knead bread and put in 2 regular loaf pans. Brush tops with beaten egg whites.. Step 3 Bake at 400 degrees F (205 degrees C) for 50 minutes. Enjoy!",,Nutrition Facts Per Serving: 129 calories; protein 5g 10% DV; carbohydrates 27.4g 9% DV; fat 0.9g 1% DV; cholesterol 0mg; sodium 172.6mg 7% DV. Full Nutrition,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F21710.jpg,"['https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F21710.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F21710.jpg']"
6877,https://www.allrecipes.com/recipe/6877/white-bread-i/,White Bread I,The best white bread you'll ever have! Delicious warm with butter!,['bread'],"['Home', 'Recipes', 'Bread', 'Yeast Bread Recipes', 'White Bread Recipes']",4.602996254681648,267,"{1: 5, 2: 4, 3: 17, 4: 40, 5: 201}","{'yield': '1 -1 1/2 pound loaf', 'servings': '12', 'total': '3 hrs 5 mins', 'cook': '3 hrs', 'prep': '5 mins'}","Ingredient Checklist
1 cups lukewarm milk. 3 cups all-purpose flour. 1 tablespoons white sugar. 1 teaspoons salt. 2 tablespoons butter. 2 teaspoons active dry yeast","Step 1 Place ingredients in the pan of the bread machine in the order suggested by the manufacturer. Advertisement. Step 2 Select Basic or White Bread setting, and press Start. When done, place on wire rack for at least 10 minutes before slicing.",,Nutrition Facts Per Serving: 151 calories; protein 4.3g 9% DV; carbohydrates 26.9g 9% DV; fat 2.8g 4% DV; cholesterol 7.1mg 2% DV; sodium 315.7mg 13% DV. Full Nutrition,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4572976.jpg,"['https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4572976.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F24232.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F86214.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2827895.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8157763.jpg']"
6879,https://www.allrecipes.com/recipe/6879/a-number-one-egg-bread/,A Number One Egg Bread,This makes all other egg breads look weak. I learned the recipe from two older ladies in Hawaii. This makes the best bread pudding and french toast imaginable. Try cutting it in chunks and dipping it in fondue---WOW!,"['bread', 'us-recipes']","['Home', 'Recipes', 'Bread', 'Yeast Bread Recipes', 'Egg', 'Challah Recipes']",4.3464912280701755,228,"{1: 7, 2: 8, 3: 25, 4: 47, 5: 141}","{'servings': '18', 'total': '3 hrs 20 mins', 'additional': '2 hrs 20 mins', 'cook': '40 mins', 'yield': '1 braided loaf', 'prep': '20 mins'}","Ingredient Checklist
2 (.25 ounce) packages active dry yeast. cup warm water (110 degrees F/45 degrees C). 6 egg yolks. 3 eggs, room temperature. cup vegetable oil. cup white sugar. 1 teaspoon salt. 4 cups all-purpose flour. 1 egg. 1 pinch salt","Step 1 In a large bowl, dissolve yeast in water. Stir in the yolks, 3 eggs, oil, sugar, and salt. Add about 3-1/2 cups of flour to make a sticky dough. Advertisement. Step 2 Turn dough out onto a lightly floured surface. Knead with remaining flour until smooth and elastic, about 7 minutes. Place in a well oiled bowl, and turn to oil the entire surface of the dough. Cover with a damp cloth. Place in a warm place until double in size, about 1-1/2 hours.. Step 3 Punch down the dough, and divide into 3 pieces. Roll each piece into a rope about 12 inches long. Braid the three strands together, and seal the ends. Place the bread on a greased cookie sheet. Beat the remaining 1 egg with a pinch of salt; brush onto bread. Let the bread rise until doubled, about 45 minutes.. Step 4 Preheat the oven to 375 degrees F (190 degrees C). Brush the bread with eggwash again.. Step 5 Bake for 40 minutes, or until golden. Cool on a wire rack.",,Nutrition Facts Per Serving: 214 calories; protein 5.8g 12% DV; carbohydrates 27.2g 9% DV; fat 9g 14% DV; cholesterol 109.6mg 37% DV; sodium 148.4mg 6% DV. Full Nutrition,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2752465.jpg,"['https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2752465.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F255765.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8486.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4533657.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2752741.jpg']"
6886,https://www.allrecipes.com/recipe/6886/zucchini-muffins/,Zucchini Muffins,Just a trace of cholesterol in these tasty low fat muffins. A good way to use up any extra zucchini.,['bread'],"['Home', 'Recipes', 'Bread', 'Quick Bread Recipes', 'Zucchini Bread Recipes']",3.4719101123595504,89,"{1: 9, 2: 7, 3: 25, 4: 29, 5: 19}","{'yield': '12 muffins', 'servings': '12', 'total': '35 mins', 'cook': '20 mins', 'prep': '15 mins'}","Ingredient Checklist
2 cups whole wheat flour. 1 tablespoon baking powder. teaspoon salt. 1 teaspoon ground cinnamon. cup nonfat milk. 2 egg whites. cup vegetable oil. cup honey. 1 cup grated zucchini","Step 1 Preheat oven to 375 degrees F (190 degrees C). Grease muffin tins lightly with oil or spray with a non-stick cooking spray. Advertisement. Step 2 Combine whole wheat flour, baking powder, salt and ground cinnamon, mix thoroughly.. Step 3 Mix the milk, slightly beaten egg whites, oil, honey and shredded zucchini together. Pour into the dry ingredients and stir until just barely moistened. Batter should be lumpy. Fill muffin tins 2/3 full with batter.. Step 4 Bake at 375 degrees F (190 degrees C) for 20 minutes or until lightly browned.",,Nutrition Facts Per Serving: 140 calories; protein 4g 8% DV; carbohydrates 21.9g 7% DV; fat 5g 8% DV; cholesterol 0.3mg; sodium 236.7mg 10% DV. Full Nutrition,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1122655.jpg,"['https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1122655.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5615153.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5193517.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1006325.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F841433.jpg']"
6888,https://www.allrecipes.com/recipe/6888/savory-onion-bread/,Savory Onion Bread,Sharp cheddar cheese combined with tender onions and it 's a quick bread that goes great with green salads.,"['bread', 'fruits-and-vegetables']","['Home', 'Recipes', 'Bread', 'Quick Bread Recipes']",4.211267605633803,71,"{1: 2, 2: 2, 3: 9, 4: 24, 5: 34}","{'yield': '1 -8 inch round loaf', 'servings': '9', 'total': '45 mins', 'cook': '25 mins', 'prep': '20 mins'}","Ingredient Checklist
1 cups all-purpose flour. 3 teaspoons baking powder. 1 teaspoon salt. 2 tablespoons margarine. cup shredded sharp Cheddar cheese. cup finely diced onion. 1 tablespoon margarine. 1 egg. cup milk. cup shredded sharp Cheddar cheese","Step 1 Preheat oven to 400 degrees F (205 degrees C). Grease one 8 inch round or one 8x8 inch square pan. Advertisement. Step 2 Combine flour, baking powder and salt, cut in 2 tablespoons of the butter until mixture is crumbly. Stir in 1/2 cup of the grated cheese. Make a well in the center of the mixture.. Step 3 Fry the onion in 1 tablespoon of the butter or margarine until clear and golden. Set aside.. Step 4 In a small bowl beat the egg and stir in the milk and the cooked onion. Pour egg mixture into the well in the flour mixture. Stir until just moistened. You will have a soft dough. Pat dough into the prepared pan. Sprinkle remaining 1/2 cup grated cheese over top.. Step 5 Bake at 400 degrees F (205 degrees C) for 25 minutes. Serve hot. Makes about 6 servings.",,Nutrition Facts Per Serving: 188 calories; protein 7.3g 15% DV; carbohydrates 18.1g 6% DV; fat 9.6g 15% DV; cholesterol 37.8mg 13% DV; sodium 571.6mg 23% DV. Full Nutrition,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5028.jpg,"['https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F5028.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4547425.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8495693.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F103981.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F713440.jpg']"
6889,https://www.allrecipes.com/recipe/6889/cheddar-cheese-straws/,Cheddar Cheese Straws,I won't forget the cheese straws that my mother made for my father. The only difference was that she did not add cayenne pepper. These make wonderful hors d'oevres.,"['appetizers-and-snacks', 'bread', 'holidays-and-events', 'us-recipes']","['Home', 'Recipes', 'Bread', 'Quick Bread Recipes']",3.9166666666666665,180,"{1: 15, 2: 14, 3: 21, 4: 51, 5: 79}","{'yield': '4 dozen', 'servings': '48', 'total': '30 mins', 'cook': '5 mins', 'prep': '25 mins'}","Ingredient Checklist
2 cups all-purpose flour. 2 cups shredded sharp Cheddar cheese. cup margarine. 1 teaspoon baking powder. teaspoon cayenne pepper. teaspoon salt. cup water","Step 1 Preheat oven to 400 degrees F (205 degrees C). Grease or line a baking sheet with parchment paper. Advertisement. Step 2 Combine the flour, baking powder, cayenne pepper, salt, grated cheese and butter or margarine in a bowl and mix until well combined. Add water a little bit at a time to make a very stiff dough.. Step 3 On a lightly floured surface, roll pieces of the dough into just slightly thicker than pencil shaped sticks. Cut sticks into 4 to 5 inch lengths. Arrange the pieces on the baking sheet.. Step 4 Bake at 400 degrees F (205 degrees C) for 5 minutes or until browned.",,Nutrition Facts Per Serving: 67 calories; protein 2g 4% DV; carbohydrates 4.1g 1% DV; fat 4.8g 7% DV; cholesterol 6mg 2% DV; sodium 103.1mg 4% DV. Full Nutrition,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4329741.jpg,"['https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F4329741.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F711662.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F2615242.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F55534.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F64561.jpg']"
6890,https://www.allrecipes.com/recipe/6890/portugal-cakes/,Portugal Cakes,A different muffin for Sunday brunch--or afternoon tea.,"['bread', 'world-cuisine']","['Home', 'Recipes', 'Bread', 'Quick Bread Recipes', 'Muffin Recipes']",4.0,2,"{1: 0, 2: 0, 3: 1, 4: 0, 5: 1}","{'yield': '12 medium sized muffins', 'servings': '12', 'total': '35 mins', 'cook': '20 mins', 'prep': '15 mins'}","Ingredient Checklist
1 cup white sugar. 1 cup butter, room temperature. 4 eggs. cup dry sherry. 1 cup all-purpose flour. 1 cup dried currants. 1 pinch ground nutmeg","Step 1 Preheat oven to 375 degrees C (190 degrees F). Grease or spray with non-stick cooking spray 12 muffin tins. Advertisement. Step 2 Separate the eggs. Lightly beat the egg yolks. Beat the egg whites until stiff peaks form.. Step 3 Cream the sugar with the butter until light and fluffy. Add the beaten egg yolks and sherry. Gently fold in the beaten egg whites.. Step 4 Sift the flour with the nutmeg and gently stir into the egg mixture until smooth. Stir in the currants. Pour the batter into the prepared tin.. Step 5 Bake in preheated oven until the tops are golden brown and a tester inserted into the center of a muffin comes out clean, about 20 minutes.",,Nutrition Facts Per Serving: 301 calories; protein 3.8g 8% DV; carbohydrates 34.5g 11% DV; fat 17.2g 26% DV; cholesterol 102.7mg 34% DV; sodium 163.4mg 7% DV. Full Nutrition,,[]
6891,https://www.allrecipes.com/recipe/6891/apple-loaf/,Apple Loaf,"With a large abundance of apples on hand all year round, here is a recipe that is tender and has a delicate apple flavor.","['bread', 'breakfast-and-brunch', 'fruits-and-vegetables', 'ingredients']","['Home', 'Recipes', 'Bread', 'Quick Bread Recipes', 'Fruit Bread Recipes']",4.364532019704433,203,"{1: 3, 2: 8, 3: 15, 4: 63, 5: 114}","{'cook': '1 hr', 'servings': '12', 'prep': '15 mins', 'total': '1 hr 25 mins', 'yield': '1 loaf', 'additional': '10 mins'}","Ingredient Checklist
2 cups all-purpose flour. 1 teaspoon baking powder. teaspoon baking soda. teaspoon salt. cup chopped walnuts. cup butter, softened. 1 cup white sugar. 2 eggs. 1 teaspoon vanilla extract. 1 cup apples - peeled, cored and shredded","Step 1 Preheat oven to 350 degrees F (175 degrees C). Grease one 9x5 inch loaf pan. Advertisement. Step 2 Mix together flour, baking powder, soda, salt and nuts.. Step 3 In a large bowl, beat margarine, sugar and 1 egg until smooth. Beat in second egg, and stir in vanilla. Stir in shredded apples. Pour flour mixture into batter; stir just until moistened. Spread into prepared pan.. Step 4 Bake for 50 to 60 minutes, or until an inserted toothpick comes out clean. Let stand 10 minutes, then remove from pan. Place on a rack to cool.",,Nutrition Facts Per Serving: 259 calories; protein 4.1g 8% DV; carbohydrates 34.9g 11% DV; fat 11.9g 18% DV; cholesterol 51.3mg 17% DV; sodium 256.8mg 10% DV. Full Nutrition,https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8034970.jpg,"['https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8034970.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F7471848.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F8034970.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F883113.jpg', 'https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fimages.media-allrecipes.com%2Fuserphotos%2F1675361.jpg']"
